h3,total_impact,tickets,approved_share,top_violation,peak_hour,peak_dow,lat,lon,local_score,tier,location_name,junction_share,near_junction,gi_z,gi_p,gi_tier,road_class,lanes_est,road_dist_m,road_source,mean_footprint,capacity_loss_pct
8a60145b5527fff,3147.39,1520,0.3776315789473684,WRONG PARKING,12,Monday,12.975338380628092,77.57650420580451,7.4225109443517345,CRITICAL,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,19.391,4.578643083232302e-84,CRITICAL,primary_link,2.0,15.4,OSM,1.8243421052631579,51.2
8a60145b550ffff,1940.85,450,0.4533333333333333,WRONG PARKING,11,Saturday,12.97641307070122,77.57471715697295,8.297265072401654,CRITICAL,"Major T Ramachandrappa Road, Elite Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,17.84,1.7152877524996805e-71,CRITICAL,primary,4.0,5.9,OSM,3.776666666666667,32.9
8a61892e9ab7fff,4449.7,1585,0.4082018927444795,WRONG PARKING,8,Monday,12.981641866140505,77.60910784769334,9.49780599808516,CRITICAL,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,16.437,5.2310300602425446e-61,CRITICAL,tertiary,2.0,57.4,OSM,2.261514195583596,54.5
8a61892e9aa7fff,6.6,6,1.0,NO PARKING,7,Wednesday,12.980575022570788,77.608487928625,6.342715445875732,CRITICAL,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,16.324,3.353428160797221e-60,CRITICAL,tertiary,2.0,93.6,OSM,1.0,45.0
8a61892e9b9ffff,3512.15,1160,0.3853448275862069,NO PARKING,9,Sunday,12.98057091146094,77.60969170514859,9.28460107438512,CRITICAL,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",1.0,True,16.157,5.062573539565819e-59,CRITICAL,secondary,2.0,21.8,OSM,2.4336206896551724,55.8
8a61892e9b8ffff,723.7,148,0.581081081081081,NO PARKING,11,Sunday,12.979504067726255,77.60907178214825,3.0183223241501564,CRITICAL,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",1.0,True,15.933,1.8741047039611815e-57,CRITICAL,secondary,2.0,72.7,OSM,3.777027027027027,65.8
8a61892e916ffff,11315.72,4055,0.2905055487053021,WRONG PARKING,10,Sunday,12.981637759384014,77.61031163675744,9.214935528374024,CRITICAL,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.9992601726263872,True,15.609,3.1613080077049356e-55,CRITICAL,tertiary,2.0,7.4,OSM,2.238471023427867,54.3
8a61892e9a87fff,4102.24,1539,0.4139051332033788,WRONG PARKING,10,Sunday,12.981645967305289,77.60790407487231,6.678429481492416,CRITICAL,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,15.606,3.2898207543937666e-55,CRITICAL,tertiary_link,2.0,13.4,OSM,2.1907082521117607,53.9
8a60145b4257fff,4055.05,1078,0.4823747680890538,NO PARKING,1,Thursday,12.978534561335836,77.57956631792673,7.048327001123624,CRITICAL,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,15.481,2.346102785144346e-54,CRITICAL,tertiary,2.0,57.1,OSM,3.542207792207792,64.1
8a61892e9a97fff,292.7,238,0.407563025210084,WRONG PARKING,9,Sunday,12.982712810709367,77.60852399000854,7.842137675243864,CRITICAL,"Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,15.414,6.57643788495134e-54,CRITICAL,minor,2.0,122.1,OSM,1.0126050420168067,45.1
8a60145b4277fff,3896.75,865,0.5052023121387283,WRONG PARKING,9,Tuesday,12.977463834963816,77.58015007829333,7.517322020456458,CRITICAL,"1st Main Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,15.334,2.25419415549167e-53,CRITICAL,tertiary,2.0,24.0,OSM,3.809826589595376,66.1
8a60145b5c8ffff,345.0,101,0.5544554455445545,WRONG PARKING,9,Tuesday,12.974267663718088,77.57708795064464,6.367016342152956,CRITICAL,"Kempegowda Road, Alankar Pearl Plaza, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,15.264,6.681000969348782e-53,CRITICAL,primary,4.0,52.3,OSM,2.9504950495049505,29.8
8a60145b552ffff,2715.1,810,0.4864197530864197,WRONG PARKING,8,Monday,12.975342373856112,77.57530089832042,4.199749223776991,CRITICAL,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,14.957,6.984482342856005e-51,CRITICAL,primary,4.0,22.3,OSM,2.7648148148148146,29.1
8a61892e914ffff,453.0,347,0.345821325648415,WRONG PARKING,9,Monday,12.98270871389798,77.60972777537029,7.487864020789212,CRITICAL,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",0.5129682997118156,True,14.944,8.458186539760016e-51,CRITICAL,tertiary,2.0,93.8,OSM,1.0518731988472623,45.4
8a60145b5c87fff,3399.65,928,0.3879310344827586,WRONG PARKING,10,Thursday,12.974263654955625,77.57829127810561,6.3090640439570045,CRITICAL,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,14.857,3.119657701309297e-50,CRITICAL,primary,4.0,5.8,OSM,3.0010775862068964,30.0
8a60145b5587fff,774.6,250,0.416,NO PARKING,9,Sunday,12.979613223528302,77.57657585825223,4.6616783417118075,CRITICAL,"5th Main Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,14.786,9.015890111491705e-50,CRITICAL,tertiary,2.0,52.2,OSM,2.78,58.4
8a61892e9b97fff,1777.75,652,0.2837423312883436,WRONG PARKING,11,Sunday,12.980566794759614,77.6108954979148,7.934399966484112,CRITICAL,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",1.0,True,14.54,3.3854409135119836e-48,CRITICAL,secondary,3.0,20.3,OSM,2.1986196319018405,36.0
8a60145b5437fff,2799.09,768,0.48046875,WRONG PARKING,9,Sunday,12.97855047067338,77.57475296994845,8.334250359340196,CRITICAL,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,14.503,5.820339537941684e-48,CRITICAL,tertiary,2.0,53.4,OSM,3.125,60.9
8a60145b5427fff,2677.95,883,0.4767836919592298,WRONG PARKING,9,Friday,12.9774837574316,77.57413341540315,6.55849147956315,CRITICAL,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,14.317,8.589481810745084e-47,CRITICAL,primary,4.0,7.3,OSM,2.7180067950169877,28.9
8a60145b434ffff,7.3,2,0.5,WRONG PARKING,13,Saturday,12.975326367441657,77.58011422582732,5.251489484474662,CRITICAL,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,14.006,7.171128130943988e-45,CRITICAL,tertiary,2.0,106.1,OSM,3.5,63.7
8a61892e9167fff,255.7,60,0.4,WRONG PARKING,11,Sunday,12.981633647035574,77.61151544206388,7.643879421325733,CRITICAL,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.1333333333333333,False,13.948,1.626291918102602e-44,CRITICAL,secondary,3.0,23.3,OSM,3.4166666666666665,33.7
8a60145b55b7fff,1590.9,447,0.5257270693512305,NO PARKING,1,Monday,12.9796092533531,77.57777919966355,5.036405529597163,CRITICAL,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,13.864,5.230190433196949e-44,CRITICAL,tertiary,2.0,78.7,OSM,3.335570469798658,62.5
8a61892e9147fff,3782.51,1582,0.3615676359039191,NO PARKING,10,Sunday,12.982704611494386,77.61093157697483,6.91330837867505,CRITICAL,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0379266750948166,False,13.78,1.6901466742258132e-43,CRITICAL,tertiary,2.0,31.0,OSM,1.9500632111251581,41.7
8a601690190ffff,2443.2,421,0.346793349168646,NO PARKING,11,Sunday,13.185611191536774,77.67943622653485,7.398224931489777,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,13.754,2.3973457108816024e-43,CRITICAL,secondary,3.0,49.1,OSM,4.27790973871734,37.1
8a61892e98cffff,287.8,71,0.4647887323943662,WRONG PARKING,10,Sunday,12.980562672466595,77.61209930692286,6.093414519299358,CRITICAL,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0,False,13.674,7.24687100305095e-43,CRITICAL,secondary,3.0,30.9,OSM,3.3098591549295775,33.2
8a60145b42effff,1538.45,354,0.5254237288135594,NO PARKING,1,Thursday,12.979605277592666,77.5789825573368,5.208718269851069,CRITICAL,"Vajreshwari Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,13.433,1.933311546163964e-41,CRITICAL,tertiary,2.0,89.7,OSM,3.9350282485875705,67.0
8a6016901907fff,188.1,26,0.3461538461538461,NO PARKING,11,Saturday,13.185608135049264,77.68064176165208,5.928986268283157,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,13.205,4.131002228934275e-40,CRITICAL,secondary,3.0,73.3,OSM,4.615384615384615,38.5
8a60145b558ffff,2955.8,861,0.4878048780487805,WRONG PARKING,9,Sunday,12.979617188118436,77.57537253310356,3.531390856942448,CRITICAL,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,13.152,8.339879663175228e-40,CRITICAL,tertiary,2.0,48.0,OSM,2.983159117305459,59.9
8a61892e9067fff,460.9,374,0.6336898395721925,WRONG PARKING,9,Saturday,12.983779658300556,77.60914391375344,1.5551412109572127,CRITICAL,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",0.0053475935828877,False,12.257,7.71090802165523e-35,CRITICAL,tertiary,1.0,113.2,OSM,1.0053475935828877,72.1
8a60145b599ffff,34.6,17,0.4705882352941176,WRONG PARKING,1,Tuesday,12.96572192254784,77.57574135937467,4.559429278827391,CRITICAL,"Sethu Rao Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,12.177,2.060779303064119e-34,CRITICAL,primary,2.0,88.8,OSM,2.0,52.5
8a61892e9b87fff,275.8,59,0.5254237288135594,WRONG PARKING,9,Sunday,12.979499946671597,77.61027556237418,6.259234369643027,CRITICAL,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",1.0,True,11.841,1.2039873040197471e-32,CRITICAL,secondary,2.0,78.6,OSM,3.8813559322033897,66.6
8a60145b435ffff,721.0,153,0.457516339869281,WRONG PARKING,4,Sunday,12.976393098477567,77.58073383843644,4.4612173423341535,CRITICAL,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,11.746,3.6908902300969753e-32,CRITICAL,tertiary,2.0,14.3,OSM,4.281045751633987,69.6
8a60145b5cb7fff,511.3,194,0.4690721649484536,NO PARKING,8,Sunday,12.974259640609588,77.57949462182764,5.389775016574347,CRITICAL,"Kempegowda Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,11.687,7.406215897340351e-32,CRITICAL,primary,4.0,52.0,OSM,2.268041237113402,27.3
8a6016901977fff,8.0,1,0.0,PARKING IN A MAIN ROAD,12,Wednesday,13.184543739003455,77.67881516406536,6.162417753331073,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,11.656,1.0703430451552896e-31,CRITICAL,secondary,3.0,105.6,OSM,4.0,36.0
8a61892e915ffff,198.4,132,0.1287878787878787,WRONG PARKING,8,Monday,12.983775565842109,77.61034771165586,2.2074626978415446,CRITICAL,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",0.0,False,11.203,1.9664827808469293e-29,CRITICAL,tertiary,2.0,70.4,OSM,1.2348484848484849,37.4
8a601690192ffff,9016.16,1535,0.368729641693811,NO PARKING,8,Friday,13.184540678230835,77.68002068664106,7.2865993169871395,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,11.039,1.2452272042715063e-28,CRITICAL,secondary,3.0,35.9,OSM,4.418892508143323,37.7
8a60145b5987fff,5824.05,3083,0.347388906908855,WRONG PARKING,1,Tuesday,12.964651164404392,77.57632508363632,6.620224165236923,CRITICAL,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.993,2.0693588065739896e-28,CRITICAL,primary,4.0,9.3,OSM,1.6925072980862796,25.1
8a61892e98dffff,1373.7,304,0.3717105263157895,NO PARKING,10,Sunday,12.981629529094956,77.6127192636119,3.0816028850117023,CRITICAL,"Gangadhara Chetty Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0,False,10.955,3.154189220865929e-28,CRITICAL,secondary,2.0,13.1,OSM,3.661184210526316,52.0
8a60145b5cd7fff,262.7,63,0.5873015873015873,WRONG PARKING,8,Friday,12.97427166689727,77.57588463944545,3.1673611237802612,CRITICAL,"Dharmambudi Kere Road, Balepet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",1.0,True,10.904,5.48492069689225e-28,CRITICAL,tertiary,2.0,45.7,OSM,3.5555555555555554,64.2
8a6016901917fff,572.4,135,0.3111111111111111,WRONG PARKING,2,Sunday,13.186675595864036,77.6812628452801,5.934530340470121,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,10.779,2.156817547050973e-27,CRITICAL,secondary,3.0,116.1,OSM,4.0,36.0
8a601690191ffff,2792.9,538,0.3977695167286245,NO PARKING,11,Saturday,13.186678648066945,77.68005729762139,5.931553657416717,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,10.774,2.2861935696913138e-27,CRITICAL,secondary,3.0,23.8,OSM,4.197026022304833,36.8
8a60145b598ffff,2240.1,728,0.2802197802197802,WRONG PARKING,0,Sunday,12.96465522922941,77.57512182031141,6.405117885236525,CRITICAL,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.758,2.7103355569935118e-27,CRITICAL,secondary,3.0,2.3,OSM,2.8756868131868134,39.4
8a60145b420ffff,2202.9,673,0.450222882615156,NO PARKING,8,Thursday,12.978530570038938,77.58076969557492,5.026024347448418,CRITICAL,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",0.9153046062407132,True,10.722,4.025980814651146e-27,CRITICAL,tertiary,2.0,34.0,OSM,2.888558692421991,59.2
8a60145b59b7fff,3732.3,1684,0.332541567695962,WRONG PARKING,9,Sunday,12.964647093999488,77.57752836322246,6.937985081187768,CRITICAL,"Silver Jubilee Park Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.562,2.2243032813908254e-26,CRITICAL,primary,4.0,20.6,OSM,1.8735154394299287,25.8
8a618925b65ffff,577.8,278,0.3273381294964029,WRONG PARKING,9,Sunday,12.963576315801202,77.57811209097589,6.834098842623979,CRITICAL,"BGS Flyover, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.556,2.3943601717640775e-26,CRITICAL,trunk,2.0,13.6,OSM,1.7284172661870503,50.5
8a6016901967fff,5.2,1,1.0,NO PARKING,8,Friday,13.18347629046807,77.6781941102129,5.190791196161944,CRITICAL,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0.0,False,10.423,9.741976935783516e-26,CRITICAL,secondary,3.0,62.8,OSM,4.0,36.0
8a61892e9aaffff,2790.39,1195,0.4987447698744769,NO PARKING,11,Sunday,12.980579128089396,77.60728416834472,4.617095071279454,CRITICAL,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1.0,True,10.385,1.4433224417161215e-25,CRITICAL,tertiary,2.0,42.2,OSM,1.906694560669456,51.8
8a60145b59affff,110.7,32,0.375,WRONG PARKING,22,Tuesday,12.963584470930082,77.57570554063548,7.461788277241394,CRITICAL,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.36,1.8754140997572987e-25,CRITICAL,primary,4.0,92.2,OSM,3.328125,31.2
8a618925b6effff,2232.8,690,0.4507246376811594,WRONG PARKING,9,Sunday,12.964643018014456,77.57873165906909,3.5876910960437622,CRITICAL,"Silver Jubilee Park Road, Dodpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.357,1.949959545951372e-25,CRITICAL,primary,4.0,46.3,OSM,2.7528985507246375,29.1
8a61892e9177fff,2056.15,609,0.3169129720853859,WRONG PARKING,11,Monday,12.982700503498355,77.61213539482144,6.733107428329626,CRITICAL,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",0.0,False,10.325,2.7110616117599657e-25,CRITICAL,tertiary,2.0,26.5,OSM,2.8136288998357966,46.9
8a60169052c7fff,8.0,2,0.0,NO PARKING,3,Friday,13.182402701570082,77.67998407618401,5.287682229550234,CRITICAL,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0.0,False,10.276,4.500143498601223e-25,CRITICAL,secondary,3.0,118.1,OSM,4.0,36.0
8a60145b5407fff,4176.9,999,0.4754754754754755,WRONG PARKING,9,Sunday,12.978554434046352,77.57354967361115,5.37005077049173,CRITICAL,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,10.257,5.478268384006305e-25,CRITICAL,primary_link,2.0,17.0,OSM,3.675675675675676,65.1
8a60145b30cffff,16.6,5,0.4,WRONG PARKING,9,Sunday,13.010677336643663,77.55363099647691,4.289165061847421,CRITICAL,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",0.0,False,10.232,7.129629041514697e-25,CRITICAL,secondary,2.0,83.4,OSM,2.6,45.6
8a60145b59a7fff,6145.25,2794,0.2519685039370078,WRONG PARKING,0,Thursday,12.963580396155455,77.57690880767531,6.679981077534003,CRITICAL,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,10.228,7.4070459101171555e-25,CRITICAL,primary,4.0,33.6,OSM,1.9640300644237652,26.1
8a60169052dffff,5710.66,928,0.3329741379310345,NO PARKING,11,Saturday,13.183473225409896,77.67939962024703,6.0954051760913215,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,10.128,2.0732053461329927e-24,CRITICAL,secondary,3.0,9.1,OSM,4.385237068965517,37.5
8a60169052cffff,20.0,5,0.8,WRONG PARKING,5,Thursday,13.182405776587544,77.6787785624699,5.1907911961619435,CRITICAL,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",0.0,False,10.1,2.7647192980843982e-24,CRITICAL,secondary,3.0,99.2,OSM,4.0,36.0
8a61892e9157fff,45.2,11,0.0909090909090909,WRONG PARKING,12,Sunday,12.983771467790962,77.61155152580079,2.0363778393471685,CRITICAL,"Kamaraj Road, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",0.0,False,9.906,1.9524868469648708e-23,CRITICAL,tertiary,2.0,34.3,OSM,4.0,54.0
8a60145b42e7fff,266.1,70,0.3428571428571428,NO PARKING,2,Friday,12.979601296246711,77.5801859312712,2.980912859876507,CRITICAL,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",1.0,True,9.821,4.5503883762001664e-23,CRITICAL,tertiary,2.0,71.9,OSM,3.3285714285714287,62.5
8a60169052d7fff,507.9,104,0.4326923076923077,NO PARKING,5,Tuesday,13.18347015467798,77.68060514650249,5.352759962805272,CRITICAL,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",0.0,False,9.738,1.038357367720665e-22,CRITICAL,secondary,3.0,24.0,OSM,4.596153846153846,38.4
8a60145b5917fff,418.5,119,0.2521008403361344,WRONG PARKING,22,Saturday,12.962513702525948,77.57628926073707,2.650780104984954,CRITICAL,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",1.0,True,9.734,1.084100515035064e-22,CRITICAL,primary,4.0,32.6,OSM,3.2941176470588234,31.1
8a60145b542ffff,53.900000000000006,15,0.4,WRONG PARKING,10,Monday,12.97748772517267,77.57293013161392,3.1220448451460077,CRITICAL,"OTC Road, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",1.0,True,9.672,1.981441966705724e-22,CRITICAL,primary,4.0,92.6,OSM,3.2333333333333334,30.9
8a60145b30c7fff,2200.55,781,0.2804097311139564,WRONG PARKING,10,Sunday,13.01067368314317,77.55483414866346,3.1635881780100727,CRITICAL,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",0.0,False,9.634,2.864274955355848e-22,CRITICAL,secondary,2.0,48.2,OSM,2.3104993597951347,43.9
